tipo_servico,canal_atendimento,faixa_etaria,tempo_espera,qualidade_percebida,preco_pago,atendimento_resolutivo,nps,tempo_resposta,isc
Premium,Presencial,51+,"13,07235107","7,224441183","51,64283339",Sim,"2,750337989","5,359866231","38,60081591"
Intermediário,Telefone,51+,"7,141791809","6,75881735","62,10022822",Sim,"4,042413158","2,43460637","46,98062145"
Intermediário,E-mail,18-25,"15,00991091","6,429998874","44,91879806",Sim,"8,1387048","3,343093784","41,59199814"
Básico,Presencial,26-35,"11,98046582","9,621712637","73,83874835",Sim,"1,425897625","1,676951055","46,38602914"
Intermediário,Chat,36-50,"11,94539875","6,707505757","52,84363561",Sim,"7,393513111","3,363631735","47,17133695"
Básico,Telefone,18-25,"10,84241081","6,351337247","53,37080266",Sim,"3,656994647","3,251295835","44,41542997"
Básico,Chat,36-50,"3,898100385","7,26894452","58,75814853",Sim,"6,184558441","1,527513922","49,16097849"
Intermediário,Telefone,36-50,"13,94854265","5,53329553","31,75962188",Sim,"6,424274098","3,038793524","46,38327927"
Básico,E-mail,18-25,"17,15871539","5,927050552","50,24867158",Sim,"9,009044671","3,319269277","39,6950316"
Premium,Telefone,26-35,"9,138480189","7,905285564","62,39642622",Sim,"5,556014384","3,492448886","57,40949926"
Intermediário,Presencial,26-35,"10,30726593","5,09046003","39,23255288",Não,"5,412416963","3,196957164","43,63126607"
Intermediário,Telefone,36-50,"9,800426621","5,355555117","44,15934511",Sim,"8,184059852","2,271300186","45,68856273"
Intermediário,Presencial,36-50,"9,144756545","8,172446393","74,30819372",Sim,"5,704975452","1,628697517","56,78343413"
Intermediário,Chat,36-50,"7,486554738","8,872246393","74,91692911",Sim,"7,481746209","4,477973095","58,67938116"
Básico,Presencial,26-35,"14,970038","4,767239773","36,83365415",Não,"8,559738742","2,682004342","37,37321885"
Básico,Presencial,18-25,"12,11291993","7,991910662","63,0697616",Sim,"5,015327652","4,23964116","40,92964022"
Básico,Chat,36-50,"11,74211305","7,887523935","63,05788619",Sim,"7,997040447","1,007140839","45,82409372"
Premium,Presencial,26-35,"13,07325461","6,957271117","49,5436813",Sim,"5,761553898","5,020977455","47,05605453"
Intermediário,Telefone,51+,"8,506458333","6,635012281","53,65211021",Sim,"7,450492591","1,921947773","52,89765349"
Intermediário,E-mail,51+,"3,689976182","6,446563249","48,65478221",Sim,"5,650244758","2,722671497","56,44424513"
Básico,Presencial,26-35,"16,9054396","9,782347994","76,72668638",Sim,"9,77998313","3,801512954","50,69464614"
Intermediário,E-mail,18-25,"6,087065288","8,427757824","69,91495557",Sim,"8,51152564","3,253281664","56,61677518"
Básico,E-mail,18-25,"10,08591193","8,171007586","65,86379937",Sim,"6,111418233","2,279616811","52,8552245"
Básico,Telefone,26-35,"15,56446705","6,956519636","53,3417847",Sim,"1,232159198","0,6415847015","42,76133755"
Básico,E-mail,51+,"9,011907077","8,117109915","68,37248327",Sim,"9,080434426","3,040607558","48,27576758"
Intermediário,Presencial,36-50,"17,38498051","8,103420551","67,26252873",Sim,"6,136514052","2,11603867","51,19590149"
Intermediário,Telefone,51+,"0,2527788803","7,888975284","64,99342789",Sim,"3,830260759","0,5","59,34855268"
Básico,Chat,51+,"9,977881677","5,710591562","51,31367663",Sim,"6,736877055","2,590958526","53,26984792"
Básico,Telefone,18-25,"14,03574203","6,203227589","47,16898188",Sim,"6,54287341","3,408056088","34,44510989"
Básico,Chat,26-35,"12,09360078","4,244535757","26,42928098",Sim,"5,581028746","2,362403428","39,32384214"
Premium,Telefone,51+,"10,64810047","5,029003441","43,02659524",Não,"8,558334568","2,971751952","50,9796398"
Premium,Presencial,36-50,"13,68073694",10,"87,33382518",Sim,"4,819812162","3,393716024","52,74444292"
Básico,E-mail,51+,"11,99102858","7,316420059","60,92567357",Sim,"6,864916085","1,244594116","44,34392329"
Premium,Chat,36-50,"10,61045269","6,526051441","50,72990071",Sim,"3,989715806","4,261883691","45,96260842"
Intermediário,Chat,26-35,"2,811298631","7,467532661","64,39408334",Sim,"7,251683558","2,924223264","66,62696527"
Intermediário,Presencial,26-35,"13,87792623","4,539210356","29,73488663",Sim,"7,134672217","5,78944322","35,59711867"
Intermediário,Chat,18-25,"12,18301615","5,605354016","48,7078908",Sim,"3,537712855","4,233872765","45,67340406"
Básico,E-mail,36-50,"9,542058975",10,"82,27287115",Sim,"5,763270965","4,839351361","45,97139016"
Básico,E-mail,36-50,"2,878339766","7,214860118","55,33088536",Sim,"7,882099129","2,705535136","57,63483006"
Premium,Presencial,18-25,"10,93553284","7,213582057","59,26159424",Não,"8,900588909","2,432756294","52,62389703"
Intermediário,Presencial,18-25,"8,452177554","8,789335718","68,59521111",Sim,"7,594429506","3,440973573","56,07421918"
Premium,Chat,51+,"11,50286456","4,496550246","42,33989835",Não,"5,799619105","3,198768337","41,7139646"
Intermediário,E-mail,26-35,"8,452516557","8,318905469","70,089332",Sim,10,"1,562963707","53,46574227"
Básico,Chat,51+,"15,6133022","7,527578304","62,06508689",Sim,"5,563756595","3,923776581","44,10887956"
Premium,E-mail,26-35,"5,753725732","4,983999004","52,97160211",Não,"4,185747099","3,59609628","54,80356601"
Básico,Telefone,18-25,"7,230784558","5,528510272","48,10804238",Sim,"5,163000576","3,379804687","51,08216797"
Intermediário,E-mail,51+,"17,702912","5,084668558","39,48230051",Sim,"9,193000757","2,968559621","43,95000248"
Intermediário,Telefone,26-35,"4,116101471","6,218404994","49,92071524",Não,"5,696208784","2,30200416","55,75652324"
Intermediário,Telefone,18-25,"5,576815774","8,017090909","66,59727081",Não,"7,551134386","2,060084403","57,53560232"
Premium,Chat,51+,"14,25459215","7,186647868","57,33244504",Sim,"9,783116475","2,038085103","50,77603389"
Premium,Telefone,36-50,"9,906852242","4,30931424","29,42188844",Sim,"5,820673408","0,6451141416","46,70649004"
Básico,Telefone,18-25,"5,149947319","9,353869882","79,11903593",Sim,"5,1935795","4,91869515","47,09919603"
Intermediário,Chat,18-25,"14,45112111","6,408659363","53,2405557",Sim,"5,52017761","4,061828281","41,65822286"
Básico,Presencial,36-50,"9,928701127","6,181329947","51,35755185",Sim,10,"2,046667517","53,61852889"
Premium,Telefone,26-35,"6,230330932","6,430463746","51,12772128",Sim,"4,94745845","2,873777505","54,10937724"
Básico,E-mail,26-35,"10,86473594","9,295441156","67,29862815",Sim,"7,139277987","2,701385422","52,041556"
Intermediário,Presencial,18-25,"6,524832287","7,135995264","54,5441708",Sim,"8,262078577","2,739058386","57,69679983"
Intermediário,Chat,36-50,"6,059139406","4,530934051","32,77193067",Sim,"4,232915559","2,772136161","50,53433088"
Intermediário,Chat,51+,"10,8820575","7,269309373","64,31387759",Sim,"7,348208923","3,687742189","60,1919539"
Intermediário,E-mail,26-35,"11,47909752",10,"83,3976844",Sim,"8,408656938","2,838796316","59,75523706"
Básico,Chat,18-25,"10,32171922","8,91659491","81,91981755",Sim,"6,462331062","3,27851721","52,78986868"
Intermediário,Telefone,51+,"10,77325382","6,326477794","51,82249485",Sim,"4,905364533","3,740872101","44,22775918"
Intermediário,E-mail,26-35,"7,63908265","5,980312393","45,41508888",Sim,"6,111995833","3,467529997","55,01946067"
Intermediário,E-mail,26-35,"15,21073433","7,480755602","62,02210782",Não,"7,23716699","2,881313708","43,02527261"
Intermediário,Telefone,36-50,"9,851335243","6,922038843","58,93582512",Sim,"5,490603987","3,406052776","54,76128702"
Premium,Presencial,26-35,"3,174085896","6,749161772","52,80285025",Sim,"7,886549129","0,6078354265","60,51442137"
Básico,Presencial,51+,"11,26981018","4,03300925","32,22542942",Não,"6,000076069","2,494673718","34,85109537"
Básico,Telefone,18-25,"8,976014666","8,176931888","61,78465353",Sim,"5,187610462","4,487477809","50,28663568"
Básico,E-mail,36-50,"11,46407925","7,202345493","54,48893024",Não,"9,501567699","3,309696976","35,55455824"
Básico,Presencial,26-35,"10,59280056","7,929025858","56,28678071",Não,"3,600877916","4,44297305","38,16509857"
Intermediário,Presencial,51+,"5,641565299","6,640810819","50,45101345",Sim,"7,143246494","2,673861925","45,01710873"
Básico,Telefone,51+,"5,423015682","7,531598436","57,17155504",Sim,"5,973223437","1,986359517","56,94157194"
Intermediário,Telefone,18-25,"6,741135228","7,529384454","56,48141651",Sim,"6,28563898","2,05892102","50,95991663"
Premium,Presencial,26-35,"14,26010726","6,771067537","57,4025219",Sim,"6,296557228","3,049649743","48,10893802"
Básico,Telefone,36-50,"11,82934853","7,100148947","51,51762884",Sim,"4,866567913","1,68166995","48,01336383"
Intermediário,E-mail,26-35,"16,84033387","8,696729595","77,14633117",Não,"5,229380405","4,197644944","37,29278129"
Intermediário,Chat,36-50,"9,142276194","6,326789826","50,47099754",Não,"5,477462395","3,2714411","38,33431469"
Intermediário,Telefone,36-50,"11,31879839","9,85065606","72,91753176",Sim,"8,387825029","2,664715238","53,23242039"
Básico,Telefone,26-35,"14,02954761","8,541712653","65,11582363",Sim,"8,439817653","4,254409343","43,76688414"
Básico,E-mail,51+,"15,12074351","6,418179472","58,3950892",Sim,"8,042634956","3,240993549","48,61443916"
Básico,Telefone,26-35,"10,42140561","9,522958108","78,11235383",Sim,"8,343467224","2,702456933","55,52383315"
Intermediário,Telefone,36-50,"13,76409866","8,771465033","72,25323116",Sim,10,"1,274274486","56,29941605"
Básico,Presencial,51+,"10,73796186","9,665081696","69,59264035",Sim,10,"1,616326831","46,65293622"
Premium,Telefone,51+,"11,9933769","6,201658184","49,42439653",Não,"5,605430717","2,481489516","52,11143949"
Básico,Presencial,26-35,"6,315492203","7,849650667","77,61466538",Não,"3,043559105","2,560699073","44,52454173"
Intermediário,Presencial,51+,"9,615872413","6,891279857","54,34926868",Sim,"7,590393767","3,238973288","53,17977785"
Básico,Presencial,26-35,"10,88336139","6,209132409","44,20225162",Sim,"5,037553609","1,736747602","39,59849834"
Intermediário,Telefone,51+,"11,25452646","8,443345628","68,61573886",Sim,"7,240913391","1,320979877","49,03891605"
Intermediário,Presencial,26-35,"5,802984016","5,775549085","47,45801799",Sim,"4,215074761","2,291354109","53,05114288"
Básico,Telefone,26-35,"12,88766028","7,850645923","58,75673169",Sim,"7,504360824","4,42084464","43,52549707"
Intermediário,Chat,18-25,"11,581334","5,218969187","42,98653391",Sim,"4,063804681","2,300812593","42,40274507"
Básico,Presencial,51+,"11,10611271","6,384800788","49,42502151",Sim,10,"3,182709845","42,29496563"
Básico,E-mail,51+,"6,111603109","9,071323383","81,873722",Sim,"4,662275608","2,905835398","59,01545552"
Básico,E-mail,51+,"13,12499657","4,182081947","26,9951311",Sim,"8,748654926","2,311339821","42,98064786"
Básico,Telefone,36-50,"9,074009965","6,595396421","54,47048606",Não,"4,637192544","1,982840184","44,93241558"
Básico,Presencial,26-35,"9,872670003","5,180378118","35,99012967",Sim,"7,296564569","2,305329628","45,22392874"
Básico,Presencial,36-50,"7,556166581","6,488736892","45,56400165",Não,"5,597003447","1,854460509","44,89485103"
Básico,Telefone,26-35,"13,13573106","5,796160978","42,43760492",Sim,"7,858725786","3,858818854","41,63774964"
Intermediário,E-mail,51+,"6,127330965","7,903876257","59,78472363",Não,"9,180864081","2,982185563","49,02064762"
Intermediário,Chat,26-35,"9,884319282","7,106136557","60,0053173",Sim,"9,974086124","3,145307431","50,36004815"
Premium,Presencial,36-50,"6,823045127","5,450502357","33,93330094",Sim,"6,965111372","2,924629343","55,3418173"
Básico,Telefone,26-35,"4,901611122","8,361140084","65,30219452",Sim,"4,290366444","2,765446876","59,42054715"
Básico,E-mail,36-50,"9,084745078","6,375608869","51,80617346",Sim,"5,011340689","3,191711415","50,38964428"
Intermediário,Presencial,36-50,"2,089952959","5,355230288","37,4239735",Não,10,"3,081645299","43,65202999"
Básico,Chat,26-35,"7,39574645","7,22399348","53,98124386",Sim,"6,757351451","2,585630377","51,69917696"
Intermediário,Chat,26-35,"9,308826283","5,11916747","38,92163219",Sim,"5,634303062","4,201195677","48,518923"
Premium,E-mail,36-50,"8,817144639","6,603390318","51,06483051",Sim,"7,526156226","4,020922044","50,68339139"
Intermediário,Chat,26-35,"10,19640562","6,699935522","49,34989522",Sim,"3,663349613","2,693961091","38,47646578"
Intermediário,Presencial,18-25,"6,222907575","4,843350987","43,8654099",Sim,"5,661220545","3,021458803","55,69270965"
Intermediário,Telefone,36-50,"9,153351843","7,558489581","54,42333967",Sim,"4,85094383","2,967156072","47,11945924"
Intermediário,Telefone,36-50,"2,805238613","7,047244583","56,68467174",Sim,"1,441493385","3,463346103","53,96142083"
Básico,Telefone,26-35,"12,73380724","7,040918632","60,66850847",Sim,"7,448826761","4,048257824","48,1442056"
Premium,Telefone,51+,"14,80746618","9,102231817","76,71750593",Não,"5,424895234","1,898961365","46,80644293"
Básico,Telefone,36-50,"8,728768291","8,570403427","70,49459974",Sim,"6,95025943","2,694487598","57,35133267"
Básico,Chat,18-25,"13,06353409","4,424194705","39,96580789",Sim,"8,217547657","1,54039395","54,98148489"
Básico,Presencial,26-35,"10,03094817","4,229885163","27,87303795",Não,"6,412330888","2,524459228","42,78994262"
Premium,Telefone,18-25,"6,653440514","4,399493844","32,12310299",Sim,"8,520289578","3,296586558","53,12135719"
Intermediário,E-mail,18-25,"9,434492528","6,812140817","55,15573943",Não,"4,65656008","2,764215283","37,51746346"
Intermediário,Telefone,18-25,"7,826230953","7,203656676","54,99810854",Não,"6,552405097","2,04818681","38,5046321"
Premium,E-mail,36-50,"2,390349511","5,652860304","50,42989685",Não,"4,486286669","2,992276208","55,44988757"
Básico,Presencial,51+,"10,72286607","5,28011568","42,93183313",Sim,"9,092943956","2,486797859","47,16411106"
Intermediário,Presencial,36-50,"11,80199106","6,833968871","65,0870087",Sim,"8,083731976","2,87341296","51,84559193"
Básico,Chat,26-35,"6,181037702","7,118099619","60,7954621",Não,"4,053104352","2,625625177","49,02171052"
Básico,E-mail,26-35,"7,949305823","3,054687933","18,94774069",Sim,"7,7912211","2,341478697","43,89135343"
Básico,Presencial,51+,"5,344048789","8,428756325","71,8354472",Sim,"7,342410609","4,220320242","55,79972317"
Intermediário,Telefone,51+,"4,557458487","9,741003179","77,21931503",Não,"7,804752806","0,9147436547","59,54454292"
Intermediário,E-mail,51+,"5,48492675","7,521246812","50,78771476",Não,10,"2,975404345","56,84561105"
Intermediário,Chat,18-25,"9,710227962","2,997807847","23,32282375",Não,"4,893905002","3,358137795","33,57216934"
Básico,Telefone,51+,"9,36291467","6,722403038","53,75493139",Sim,"7,044081111","2,570934764","45,38790498"
Básico,E-mail,36-50,"6,993572719","6,081168723","49,02307724",Sim,"8,125229163","2,863540798","44,51492901"
Intermediário,Chat,18-25,"8,072552135","5,442082556","54,98218334",Sim,"6,198490429","3,033650532","52,48518916"
Intermediário,E-mail,51+,"9,732564644","8,986176814","71,08757",Não,"5,730713978","3,088776233","49,43188394"
Básico,E-mail,36-50,"11,76662944","4,720120187",,Sim,"7,198198804","2,983473347","43,9884953"
Básico,Chat,26-35,"9,148507362","6,098891751","43,7912973",Sim,"8,147613717","1,531540632","48,82999762"
Premium,Telefone,26-35,"8,330210707","7,951043765","55,86264244",Não,"4,128739853","4,808386633","33,91560464"
Básico,Presencial,18-25,"6,086569511","4,084322303","30,18084684",Sim,"6,164475643","3,159795332","45,86637676"
Intermediário,Telefone,36-50,"11,85545794","6,649044807","53,39341636",Sim,"5,972062117","2,65042723","43,67098339"
Básico,Telefone,51+,"7,051762473","6,632511591","47,02281407",Sim,"6,601963471","1,998755758","42,12645324"
Premium,Chat,51+,"4,535751826","5,607430581","48,50624272",Não,"9,649977256","3,931142984","56,4814985"
Básico,Presencial,26-35,"15,79712857","6,595711165","52,29161481",Sim,"4,830224015","3,192429289","44,29833422"
Intermediário,Telefone,36-50,"6,262471782","7,977979957","62,5444482",Sim,"6,2330715","3,490655928","55,63153475"
Premium,Chat,18-25,"10,53516863","6,608673964","49,13667071",Sim,"3,421222957","3,292267639","48,9399233"
Básico,Telefone,18-25,"13,76415293","6,77491514","51,41340584",Não,"5,230442913","4,018432286","33,90694234"
Intermediário,Chat,51+,"11,83255535","7,325436367","57,64000843",Sim,"6,186674698","3,470395838","52,29202509"
Básico,Presencial,51+,"8,153614042","8,587943474","56,82299159",Não,"5,673439692","2,975923339","54,06674426"
Premium,E-mail,51+,"16,33658838","7,226473006","62,35484867",Sim,"5,309657326","2,944697269","51,08857583"
Básico,E-mail,36-50,"7,549204009","5,130020664","43,51242261",Não,"7,206986379","3,777568711","40,34506063"
Intermediário,E-mail,51+,"4,138467152",10,"71,03942473",Sim,"6,374905156","3,202309018","58,68693684"
Intermediário,Presencial,51+,"12,59415924","7,54223945","55,99157351",Sim,"5,102358506","2,564567127","44,42546558"
Intermediário,Telefone,36-50,"12,736368","8,194982506","61,68001801",Não,"4,226923826","3,69458197","39,01504931"
Básico,Telefone,18-25,"13,44261656","7,277603204","57,46613858",Não,"7,894039318","2,636689133","40,61948382"
Básico,Chat,18-25,"6,41253876","7,759637473","56,35926937",Sim,"4,265815564","1,622315094","47,12274231"
Básico,Telefone,36-50,"8,346191471","5,759213733","55,30957571",Não,"8,180346228","5,222965891","46,71014203"
Básico,Chat,26-35,"20,30513211","5,171394615","42,33940239",Sim,"6,305944045","2,791150671","40,13546987"
Premium,Telefone,18-25,"9,034769682","8,849582751","69,09641171",Não,"7,315092165","2,659551768","53,96321563"
Básico,Telefone,26-35,"13,94594937","6,238532151","60,08825871",Sim,"3,352802126","4,87615438","45,87418218"
Intermediário,Telefone,18-25,"9,584719473","7,099723986","49,66835735",Sim,"6,437478326","4,577331791","46,00287688"
